V1,V2,V3
Histidine Metabolism,1-Methylhistidine; Carnosine; Adenosine monophosphate; Ammonia; Beta-Alanine; L-Glutamic acid; L-Histidine; Anserine; NADP; NADPH; Pyrophosphate; Urocanic acid; Calcium; 3-Methylhistidine; Adenosine triphosphate; Copper; Formiminoglutamic acid; Histamine; 1-Methylhistamine; NAD; S-Adenosylhomocysteine; 4-Imidazolone-5-propionic acid; S-Adenosylmethionine; FAD; Zinc (II) ion; Manganese; ADP; Oxygen; Phosphate; NADH; Pyridoxal 5'-phosphate; 5-Formiminotetrahydrofolic acid; Tetrahydrofolic acid; Carbon dioxide; Imidazoleacetic acid; Water; Methylimidazoleacetic acid; Hydrogen peroxide; Imidazole-4-acetaldehyde; Methylimidazole acetaldehyde; Topaquinone; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00044
Histidinemia,1-Methylhistidine; Carnosine; Adenosine monophosphate; Ammonia; Beta-Alanine; L-Glutamic acid; L-Histidine; Anserine; NADP; NADPH; Pyrophosphate; Urocanic acid; Calcium; 3-Methylhistidine; Adenosine triphosphate; Copper; Formiminoglutamic acid; Histamine; 1-Methylhistamine; NAD; S-Adenosylhomocysteine; 4-Imidazolone-5-propionic acid; S-Adenosylmethionine; FAD; Zinc (II) ion; Manganese; ADP; Oxygen; Phosphate; NADH; Pyridoxal 5'-phosphate; 5-Formiminotetrahydrofolic acid; Tetrahydrofolic acid; Carbon dioxide; Imidazoleacetic acid; Water; Methylimidazoleacetic acid; Hydrogen peroxide; Imidazole-4-acetaldehyde; Methylimidazole acetaldehyde; Topaquinone; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00191
Homocarnosinosis,Biotin; Adenosine monophosphate; Ammonia; Gamma-Aminobutyric acid; Glycine; Fructose 6-phosphate; Glutathione; L-Glutamic acid; L-Alanine; L-Aspartic acid; Oxoglutaric acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Succinic acid; Phosphoribosyl pyrophosphate; Adenosine triphosphate; Magnesium; L-Cysteine; L-Glutamine; NAD; gamma-Glutamylcysteine; N-Acetyl-D-Glucosamine 6-Phosphate; Carbamoyl phosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Nicotinic acid adenine dinucleotide; Acetyl-CoA; FAD; Glucosamine 6-phosphate; Succinic acid semialdehyde; 1-Pyrroline-5-carboxylic acid; Zinc (II) ion; ADP; Guanosine monophosphate; Coenzyme A; Phosphate; NADH; Pyridoxal 5'-phosphate; Xanthylic acid; Carbon dioxide; Water; Phosphoric acid; Oxidized glutathione; Chitin; Carbonic acid; Hydrogen Ion,http://www.smpdb.ca/view/SMP00385
Homocysteine Degradation,2-Ketobutyric acid; Ammonia; L-Cystathionine; L-Serine; L-Cysteine; Homocysteine; Hydrogen; Pyridoxal 5'-phosphate; Water,http://www.smpdb.ca/view/SMP00455
Hyperinsulinism-Hyperammonemia Syndrome,Biotin; Adenosine monophosphate; Ammonia; Gamma-Aminobutyric acid; Glycine; Fructose 6-phosphate; Glutathione; L-Glutamic acid; L-Alanine; L-Aspartic acid; Oxoglutaric acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Succinic acid; Phosphoribosyl pyrophosphate; Adenosine triphosphate; Magnesium; L-Cysteine; L-Glutamine; NAD; gamma-Glutamylcysteine; N-Acetyl-D-Glucosamine 6-Phosphate; Carbamoyl phosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Nicotinic acid adenine dinucleotide; Acetyl-CoA; FAD; Glucosamine 6-phosphate; Succinic acid semialdehyde; 1-Pyrroline-5-carboxylic acid; Zinc (II) ion; ADP; Guanosine monophosphate; Coenzyme A; Phosphate; NADH; Pyridoxal 5'-phosphate; Xanthylic acid; Carbon dioxide; Water; Phosphoric acid; Oxidized glutathione; Chitin; Carbonic acid; Hydrogen Ion,http://www.smpdb.ca/view/SMP00339
Hypermethioninemia,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Adenosine; Ammonia; Dimethylglycine; Choline; L-Cystathionine; Glycine; L-Serine; Pyrophosphate; Sarcosine; Adenosine triphosphate; Magnesium; L-Cysteine; Potassium; L-Methionine; L-Homoserine; Homocysteine; NAD; S-Adenosylhomocysteine; 5-Methylthioribose 1-phosphate; 10-Formyltetrahydrofolate; S-Adenosylmethioninamine; 5'-Methylthioadenosine; S-Adenosylmethionine; FAD; Spermidine; Zinc (II) ion; Oxygen; 5-Methyltetrahydrofolic acid; Putrescine; Phosphate; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; 2-Oxo-4-methylthiobutanoic acid; Tetrahydrofolic acid; Carbon dioxide; Methionine sulfoxide; Water; Hydrogen peroxide; Zinc",http://www.smpdb.ca/view/SMP00341
Hyperprolinemia Type I,Tetrahydrobiopterin; Adenosine monophosphate; Ammonia; Argininosuccinic acid; Creatine; Glycine; Guanidoacetic acid; Fumaric acid; L-Glutamic acid; L-Proline; L-Aspartic acid; Oxoglutaric acid; Ornithine; NADP; NADPH; Oxalacetic acid; Pyrophosphate; Succinic acid; Urea; L-Arginine; Adenosine triphosphate; NAD; Citrulline; S-Adenosylhomocysteine; Carbamoyl phosphate; S-Adenosylmethionine; FAD; 1-Pyrroline-5-carboxylic acid; Manganese; ADP; Pyrroline hydroxycarboxylic acid; Oxygen; Phosphate; NADH; Pyridoxal 5'-phosphate; Phosphocreatine; Flavin Mononucleotide; Carbon dioxide; 4-Hydroxy-2-oxoglutaric acid; L-Glutamic gamma-semialdehyde; Water; Phosphoric acid; 1-Pyrroline-4-hydroxy-2-carboxylate; 4-Hydroxy-L-glutamic acid; Hydrogen peroxide; Heme; Nitric oxide; D-Proline; N-(o)-Hydroxyarginine; 4-Hydroxy-L-proline; L-4-Hydroxyglutamate semialdehyde; 1-Pyrroline-2-carboxylic acid; Hydrogen Ion,http://www.smpdb.ca/view/SMP00361
Hypoacetylaspartia,Acetic acid; Adenosine monophosphate; Ammonia; Argininosuccinic acid; Beta-Alanine; Fumaric acid; L-Glutamic acid; L-Asparagine; Inosinic acid; L-Aspartic acid; Oxoglutaric acid; Oxalacetic acid; Pyrophosphate; L-Arginine; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; L-Glutamine; N-Acetyl-L-aspartic acid; Ureidosuccinic acid; Citrulline; Carbamoyl phosphate; Guanosine diphosphate; FAD; Guanosine triphosphate; Zinc (II) ion; Oxygen; Phosphate; Pyridoxal 5'-phosphate; Carbon dioxide; Water; Hydrogen peroxide; D-Aspartic acid; Malonic semialdehyde,http://www.smpdb.ca/view/SMP00192
Inositol Metabolism,"D-Glucuronic acid; myo-Inositol; Myo-inositol 1-phosphate; Pyrophosphate; Calcium; Adenosine triphosphate; Magnesium; Fe2+; NAD; 1D-Myo-inositol 1,4-bisphosphate; Inositol 1,3,4,5-tetraphosphate; Inositol 1,3,4-trisphosphate; 1D-Myo-inositol 1,3,4,6-tetrakisphosphate; D-Myo-inositol 4-phosphate; Manganese; ADP; Oxygen; Glucose 6-phosphate; Phosphate; Inositol 1,4,5-trisphosphate; Water; Phosphoric acid; Myo-inositol hexakisphosphate; Inositol 1,3,4,5,6-pentakisphosphate; D-Myo-inositol 3,4,5,6-tetrakisphosphate; 1-Phosphatidyl-1D-myo-inositol 3-phosphate; Phosphatidylinositol-3,4,5-trisphosphate; 1D-Myo-inositol 1,4,5,6-tetrakisphosphate; 1D-Myo-inositol 3,4-bisphosphate; 1D-myo-Inositol 3-phosphate; 1-Phosphatidyl-D-myo-inositol; (±)-Glycerol 1,2-diacetate; Diphosphoinositol tetrakisphosphate",http://www.smpdb.ca/view/SMP00011
Inositol Phosphate Metabolism,"myo-Inositol; Myo-inositol 1-phosphate; Adenosine triphosphate; Magnesium; NAD; 1D-Myo-inositol 1,4-bisphosphate; Inositol 1,3,4,5-tetraphosphate; Inositol 1,3,4-trisphosphate; 1D-Myo-inositol 1,3,4,6-tetrakisphosphate; D-Myo-inositol 4-phosphate; ADP; Glucose 6-phosphate; Phosphate; Inositol 1,4,5-trisphosphate; Water; Phosphoric acid; Myo-inositol hexakisphosphate; Inositol 1,3,4,5,6-pentakisphosphate; D-Myo-inositol 3,4,5,6-tetrakisphosphate; 1D-Myo-inositol 1,4,5,6-tetrakisphosphate; 5-Diphosphoinositol pentakisphosphate; Bisdiphosphoinositol tetrakisphosphate; 1D-Myo-inositol 1,3-bisphosphate; 1D-Myo-inositol 3,4-bisphosphate; 1D-myo-Inositol 3-phosphate; Diphosphoinositol tetrakisphosphate",http://www.smpdb.ca/view/SMP00462
Ketone Body Metabolism,(R)-3-Hydroxybutyric acid; Acetoacetic acid; Succinic acid; NAD; Succinyl-CoA; Acetyl-CoA; 3-Hydroxy-3-methylglutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Acetone; Carbon dioxide; Water,http://www.smpdb.ca/view/SMP00071
Lactose Degradation,D-Glucose; D-Galactose; Alpha-Lactose; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water,http://www.smpdb.ca/view/SMP00457
Lactose Synthesis,D-Glucose; Alpha-Lactose; Pyrophosphate; Uridine triphosphate; Uridine diphosphate glucose; Uridine 5'-monophosphate; Uridine 5'-diphosphate; Uridine diphosphategalactose; Calcium; Adenosine triphosphate; Magnesium; Galactose 1-phosphate; Zinc (II) ion; Manganese; ADP; Phosphate; Glucose 1-phosphate; Water; Phosphoric acid; Iron,http://www.smpdb.ca/view/SMP00444
Lysine Degradation,"L-Glutamic acid; L-Lysine; Oxoglutaric acid; NADP; NADPH; Oxoadipic acid; Saccharopine; Aminoadipic acid; L-Pipecolic acid; NAD; Lipoamide; D-1-Piperideine-2-carboxylic acid; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Allysine; Glutaryl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Crotonoyl-CoA; Water; Hydrogen peroxide; D-Lysine; S-Glutaryldihydrolipoamide; (S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate",http://www.smpdb.ca/view/SMP00037
Malate-Aspartate Shuttle,L-Glutamic acid; L-Aspartic acid; Oxoglutaric acid; Oxalacetic acid; Calcium; Malic acid; NAD; NADH; Pyridoxal 5'-phosphate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00129
Methionine Metabolism,"2-Ketobutyric acid; Betaine; Adenosine monophosphate; Adenosine; Ammonia; Dimethylglycine; Choline; L-Cystathionine; Glycine; L-Serine; Pyrophosphate; Sarcosine; Adenosine triphosphate; Magnesium; L-Cysteine; Potassium; L-Methionine; L-Homoserine; Homocysteine; NAD; S-Adenosylhomocysteine; 5-Methylthioribose 1-phosphate; 10-Formyltetrahydrofolate; S-Adenosylmethioninamine; 5'-Methylthioadenosine; S-Adenosylmethionine; FAD; Spermidine; Zinc (II) ion; Oxygen; 5-Methyltetrahydrofolic acid; Putrescine; Phosphate; NADH; Pyridoxal 5'-phosphate; 5,10-Methylene-THF; 2-Oxo-4-methylthiobutanoic acid; Tetrahydrofolic acid; Carbon dioxide; Methionine sulfoxide; Water; Hydrogen peroxide; Zinc",http://www.smpdb.ca/view/SMP00033
Methylhistidine Metabolism,L-Histidine; 3-Methylhistidine; S-Adenosylhomocysteine; S-Adenosylmethionine,http://www.smpdb.ca/view/SMP00715
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Adenosine monophosphate; L-Carnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; Stearic acid; Stearoylcarnitine; NAD; Stearoyl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Hydrogen; Coenzyme A; NADH; Tetradecanoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; 3-Oxohexadecanoyl-CoA; 3-Oxooctadecanoyl-CoA; trans-Octadec-2-enoyl-CoA; (S)-Hydroxyoctadecanoyl-CoA; Hydrogen Ion,http://www.smpdb.ca/view/SMP00482
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Adenosine monophosphate; Pyrophosphate; Adenosine triphosphate; Magnesium; Dodecanoic acid; NAD; Octanoyl-CoA; Acetyl-CoA; FAD; Hydrogen; Coenzyme A; NADH; Water; Hexanoyl-CoA; Lauroyl-CoA; (2E)-Dodecenoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00481
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Adenosine monophosphate; L-Carnitine; Pyrophosphate; Caprylic acid; Caproic acid; Adenosine triphosphate; L-Octanoylcarnitine; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Hydrogen; Coenzyme A; Acetoacetyl-CoA; NADH; Crotonoyl-CoA; Water; Hexanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Octenoyl-CoA; Hydrogen Ion,http://www.smpdb.ca/view/SMP00480
Mitochondrial Electron Transport Chain,"Glycerol 3-phosphate; Fumaric acid; Succinic acid; Adenosine triphosphate; NAD; Ubiquinol 8; Coenzyme Q10; D-Glyceraldehyde 3-phosphate; FAD; Glyceric acid 1,3-biphosphate; ADP; Hydrogen; Oxygen; Phosphate; Dihydroxyacetone phosphate; NADH; Water; Heme; Hydrogen Ion",http://www.smpdb.ca/view/SMP00355
Nicotinate and Nicotinamide Metabolism,Adenosine monophosphate; L-Glutamic acid; NADP; NADPH; Nicotinamide ribotide; Quinolinic acid; Pyrophosphate; Phosphoribosyl pyrophosphate; Adenosine triphosphate; Magnesium; L-Glutamine; 1-Methylnicotinamide; Nicotinamide riboside; NAD; S-Adenosylhomocysteine; Nicotinic acid mononucleotide; Adenosine diphosphate ribose; Nicotinic acid adenine dinucleotide; S-Adenosylmethionine; FAD; ADP; Oxygen; Niacinamide; Phosphate; NADH; Nicotinic acid; Ribose 1-phosphate; Carbon dioxide; Water; Phosphoric acid; Molybdopterin; Hydrogen peroxide; N1-Methyl-2-pyridone-5-carboxamide; N1-Methyl-4-pyridone-3-carboxamide; Nicotinate D-ribonucleoside; Ribose-1-arsenate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00048
Nucleotide Excision Repair,,http://www.smpdb.ca/view/SMP00478
Nucleotide Sugars Metabolism,D-Galactose; Pyrophosphate; Uridine triphosphate; Uridine diphosphate glucose; Uridine diphosphategalactose; Adenosine triphosphate; Magnesium; Galactose 1-phosphate; NAD; Uridine diphosphate glucuronic acid; UDP-D-Xylose; Zinc (II) ion; ADP; Glucose 6-phosphate; NADH; Glucose 1-phosphate; Carbon dioxide; Water; Alpha-D-Glucose; Iron,http://www.smpdb.ca/view/SMP00010
Oxidation of Branched Chain Fatty Acids,"Ascorbic acid; L-Carnitine; L-Acetylcarnitine; Oxoglutaric acid; Pyrophosphate; Succinic acid; Adenosine triphosphate; Magnesium; Pristanic acid; Phytanic acid; Propionylcarnitine; Acetyl-CoA; Propionyl-CoA; 2-Hydroxyphytanoyl-CoA; ADP; Phytanoyl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; Pristanal; Carbon dioxide; Pristanoyl-CoA; Formyl-CoA; 4,8 Dimethylnonanoyl carnitine; 4,8-Dimethylnonanoyl-CoA; Iron",http://www.smpdb.ca/view/SMP00030
Pantothenate and CoA Biosynthesis,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; Pantothenic acid; Pyrophosphate; Calcium; Adenosine triphosphate; L-Cysteine; D-4'-Phosphopantothenate; 4-Phosphopantothenoylcysteine; ADP; Dephospho-CoA; Pantetheine 4'-phosphate; Coenzyme A; Flavin Mononucleotide; Carbon dioxide; Water; Cysteamine; Pantetheine; Pantothenol; D-Pantothenoyl-L-cysteine,http://www.smpdb.ca/view/SMP00027
Pentose Phosphate Pathway,"Adenosine monophosphate; Fructose 6-phosphate; Gluconolactone; NADP; NADPH; Phosphoribosyl pyrophosphate; D-Ribose; Adenosine triphosphate; Magnesium; D-Ribulose 5-phosphate; Fe2+; Xylulose 5-phosphate; Acetaldehyde; Deoxyribose 5-phosphate; Fructose 1,6-bisphosphate; D-Sedoheptulose 7-phosphate; D-Glyceraldehyde 3-phosphate; 6-Phosphogluconic acid; D-Erythrose 4-phosphate; ADP; Deoxyribose 1-phosphate; Glucose 6-phosphate; Phosphate; Dihydroxyacetone phosphate; Ribose 1-phosphate; D-Ribose 5-phosphate; Carbon dioxide; Water; Beta-D-Glucose 6-phosphate",http://www.smpdb.ca/view/SMP00031
Phenylacetate Metabolism,Adenosine monophosphate; Phenylacetic acid; Pyrophosphate; Adenosine triphosphate; Magnesium; L-Glutamine; Coenzyme A; Alpha-N-Phenylacetyl-L-glutamine; Phenylacetyl-CoA,http://www.smpdb.ca/view/SMP00126
Phenylalanine and Tyrosine Metabolism,Adenosine monophosphate; Ammonia; Acetoacetic acid; Homogentisic acid; Fumaric acid; L-Glutamic acid; L-Tyrosine; L-Phenylalanine; Phenylpyruvic acid; Oxoglutaric acid; Pyrophosphate; Calcium; Adenosine triphosphate; Magnesium; Fe2+; 4-Hydroxyphenylpyruvic acid; FAD; 4-Fumarylacetoacetic acid; Oxygen; Pyridoxal 5'-phosphate; Carbon dioxide; Maleylacetoacetic acid; Water; 4a-Hydroxytetrahydrobiopterin; Hydrogen peroxide; Fe3+; Iron; L-erythro-tetrahydrobiopterin,http://www.smpdb.ca/view/SMP00008
Phosphatidylcholine Biosynthesis,Cytidine triphosphate; Cytidine monophosphate; Choline; Ethanolamine; O-Phosphoethanolamine; Pyrophosphate; Adenosine triphosphate; S-Adenosylhomocysteine; S-Adenosylmethionine; ADP; CDP-Ethanolamine; Phosphorylcholine; Carbon dioxide; Hydrogen Ion,http://www.smpdb.ca/view/SMP14212
Phosphatidylethanolamine Biosynthesis,Cytidine triphosphate; Cytidine monophosphate; Choline; Ethanolamine; L-Serine; O-Phosphoethanolamine; Pyrophosphate; Adenosine triphosphate; ADP; CDP-Ethanolamine; Carbon dioxide; Hydrogen Ion,http://www.smpdb.ca/view/SMP29731
Phosphatidylinositol Phosphate Metabolism,"Cytidine monophosphate; myo-Inositol; Calcium; Adenosine triphosphate; Magnesium; Manganese; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; CDP-DG(16:0/18:1(9Z)); DG(16:0/18:1(9Z)/0:0); PI(16:0/18:1(9Z)); PIP[3'](16:0/18:1(9Z)); PIP(18:1(9Z)/16:0); PIP2(16:0/18:1(9Z)); PIP3(16:0/18:1(9Z))",http://www.smpdb.ca/view/SMP00463
Phospholipid Biosynthesis,Choline; Glycerylphosphorylethanolamine; Glycerol 3-phosphate; Ethanolamine; Calcium; Magnesium; PC(16:0/16:0); PS(16:0/16:0); PA(16:0/16:0); Acetylcholine; NAD; FADH; FAD; Manganese; Palmityl-CoA; Citicoline; Dihydroxyacetone phosphate; NADH; Phosphorylcholine; CDP-DG(16:0/16:0); DG(16:0/16:0/0:0); LysoPA(16:0/0:0); PE(16:0/16:0); PI(16:0/16:0); LysoPC(16:0); PG(16:0/16:0); LysoPE(16:0/0:0); PGP(16:0/16:0); CL(16:0/16:0/16:0/16:0),http://www.smpdb.ca/view/SMP00025
Phytanic Acid Peroxisomal Oxidation,Ascorbic acid; Oxoglutaric acid; NADP; NADPH; Pyrophosphate; Succinic acid; Adenosine triphosphate; Magnesium; Pristanic acid; Phytanic acid; NAD; Acetyl-CoA; Isobutyryl-CoA; Propionyl-CoA; 2-Hydroxyphytanoyl-CoA; ADP; Phytanoyl-CoA; Thiamine pyrophosphate; Oxygen; Coenzyme A; NADH; Pristanal; Carbon dioxide; Water; Formyl-CoA; Iron,http://www.smpdb.ca/view/SMP00450
Plasmalogen Synthesis,Cytidine monophosphate; NADP; NADPH; Magnesium; Stearic acid; NAD; Linoleoyl-CoA; Stearoyl-CoA; FAD; Hydrogen; Oxygen; Citicoline; Coenzyme A; Phosphate; Dihydroxyacetone phosphate; NADH; CDP-Ethanolamine; Water; Octadecanol; Hydrogen peroxide; 1-Hexadecanol; Eicosanoyl-CoA; Arachidonyl-CoA; DHAP(18:0); DHAP(18:0e); LysoPA(18:0e/0:0),http://www.smpdb.ca/view/SMP00479
Porphyrin Metabolism,"Ammonia; Bilirubin; Glycine; Protoporphyrin IX; Porphobilinogen; Uridine 5'-diphosphate; 4E,15Z-Bilirubin IXa; Coproporphyrin III; Coproporphyrin I; Fe2+; NAD; Uroporphyrin III; Uridine diphosphate glucuronic acid; Uroporphyrin I; Farnesyl pyrophosphate; Biliverdin; Succinyl-CoA; Uroporphyrinogen III; Protoporphyrinogen IX; Hydroxymethylbilane; 5-Aminolevulinic acid; Heme O; FAD; Coproporphyrinogen III; Carbon monoxide; Hydrogen; Oxygen; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Water; Coproporphyrinogen I; Uroporphyrinogen I; Hydrogen peroxide; Heme; Bilirubin diglucuronide; D-Urobilinogen; Heme A; Fe3+; Zinc",http://www.smpdb.ca/view/SMP00024
Propanoate Metabolism,2-Ketobutyric acid; 2-Hydroxybutyric acid; Biotin; Adenosine monophosphate; Beta-Alanine; L-Glutamic acid; Methylmalonic acid; Oxoglutaric acid; Propionic acid; Pyrophosphate; Adenosine triphosphate; Hydrogen carbonate; Hydroxypropionic acid; L-Valine; NAD; Succinyl-CoA; Malonyl-CoA; Acetyl-CoA; FAD; Propionyl-CoA; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Acetoacetyl-CoA; NADH; Pyridoxal 5'-phosphate; Carbon dioxide; Adenosylcobalamin; Water; Phosphoric acid; Malonyl-CoA semialdehyde; (S)-Methylmalonic acid semialdehyde; R-Methylmalonyl-CoA; Acrylyl-CoA; S-Methylmalonyl-CoA; Pantetheine; Propinol adenylate; 3-Hydroxypropionyl-CoA; Malonic semialdehyde; Hydrogen Ion,http://www.smpdb.ca/view/SMP00016
Pterine Biosynthesis,"Tetrahydrobiopterin; Dihydrobiopterin; Folic acid; Formic acid; NADP; NADPH; Sepiapterin; Neopterin; NAD; Dihydroneopterin triphosphate; Dihydrofolic acid; Dyspropterin; Guanosine triphosphate; 7,8-Dihydropteroic acid; NADH; Tetrahydrofolic acid; 6-Lactoyltetrahydropterin; Water; Molybdopterin; 7,8-Dihydroneopterin; 2,5-Diaminopyrimidine nucleoside triphosphate ; Formamidopyrimidine nucleoside triphosphate; 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine; Dihydroneopterin phosphate; Tetrahydrofolyl-[Glu](2); Tetrahydrofolyl-[Glu](n); PPPi; 1-hydroxy-2-Oxopropyl tetrahydropterin; Zinc",http://www.smpdb.ca/view/SMP00005
Purine Metabolism,"Adenine; Adenosine monophosphate; Adenosine; Ammonia; Cyclic AMP; Deoxyinosine; Deoxyguanosine; Deoxyadenosine; Glycine; Guanine; Guanosine; Fumaric acid; L-Glutamic acid; Hypoxanthine; Inosinic acid; Inosine triphosphate; L-Aspartic acid; Inosine; NADP; NADPH; Pyrophosphate; Phosphoribosyl pyrophosphate; Uric acid; Xanthine; Xanthosine; Calcium; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; Potassium; L-Glutamine; SAICAR; NAD; Deoxyadenosine monophosphate; dGDP; 10-Formyltetrahydrofolate; Phosphoribosylformylglycineamidine; 2'-Deoxyguanosine 5'-monophosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; Guanosine diphosphate; 5-Aminoimidazole ribonucleotide; FAD; Guanosine triphosphate; Zinc (II) ion; 5'-Phosphoribosyl-N-formylglycinamide; Diguanosine tetraphosphate; ADP; Deoxyribose 1-phosphate; Oxygen; Guanosine monophosphate; Phosphate; Phosphoribosyl formamidocarboxamide; dGTP; NADH; Ribose 1-phosphate; dADP; AICAR; Deoxyadenosine triphosphate; D-Ribose 5-phosphate; Xanthylic acid; Tetrahydrofolic acid; Carbon dioxide; Glycineamideribotide; Water; Phosphoric acid; Hydrogen peroxide; Heme; 5-Aminoimidazole-4-carboxamide; IDP; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Guanosine 2',3'-cyclic phosphate ; Fe3+",http://www.smpdb.ca/view/SMP00050
Pyrimidine Metabolism,"Deoxyuridine; Deoxycytidine; Ureidopropionic acid; Ammonia; Beta-Alanine; Dihydrouracil; Dihydrothymine; Cytidine triphosphate; Cytidine; Cytidine monophosphate; NADP; Orotidylic acid; NADPH; Orotic acid; Pyrophosphate; Thymine; Thymidine; Phosphoribosyl pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Uridine 5'-diphosphate; Uridine; Uracil; Calcium; Adenosine triphosphate; Magnesium; Hydrogen carbonate; L-Glutamine; Fe2+; Ureidosuccinic acid; dCTP; dUDP; Dihydrofolic acid; Carbamoyl phosphate; Deoxyuridine triphosphate; dCMP; 5-Thymidylic acid; dCDP; FAD; dTDP; Zinc (II) ion; ADP; Thymidine 5'-triphosphate; Deoxyribose 1-phosphate; dUMP; Phosphate; Ribose 1-phosphate; Flavin Mononucleotide; 5,10-Methylene-THF; CDP; Carbon dioxide; Ureidoisobutyric acid; Water; Phosphoric acid; L-Dihydroorotic acid; Quinone; 3'-AMP; 3-Aminoisobutanoic acid; Zinc",http://www.smpdb.ca/view/SMP00046
Pyruvaldehyde Degradation,Glutathione; Pyruvic acid; S-Lactoylglutathione; Pyruvaldehyde; FAD; Zinc (II) ion; D-Lactic acid; Hydrogen; Water; Hydrogen Ion,http://www.smpdb.ca/view/SMP00459
Pyruvate Metabolism,Biotin; Acetic acid; Adenosine monophosphate; Glutathione; L-Malic acid; L-Lactic acid; NADP; NADPH; Oxalacetic acid; Pyruvic acid; Pyrophosphate; Phosphoenolpyruvic acid; Adenosine triphosphate; Magnesium; Potassium; Hydrogen carbonate; NAD; Lipoamide; Dihydrolipoamide; Acetaldehyde; S-Lactoylglutathione; Pyruvaldehyde; Malonyl-CoA; Guanosine diphosphate; Acetyl-CoA; FAD; Guanosine triphosphate; Zinc (II) ion; D-Lactic acid; Manganese; ADP; Hydrogen; Thiamine pyrophosphate; Coenzyme A; Phosphate; Acetoacetyl-CoA; NADH; Acetylphosphate; Propylene glycol; Carbon dioxide; Water; Phosphoric acid; Lactaldehyde; 2-(a-Hydroxyethyl)thiamine diphosphate; D-Lactaldehyde; S-Acetyldihydrolipoamide-E; Acetyl adenylate; Hydrogen Ion,http://www.smpdb.ca/view/SMP00060
